epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
181,1831.59,1.32748,1.0764,1.4123,0.62652,0.6915,0.69089,0.38149,1.65708,1.30938,1.7983,0.0005545,0.0005545,0.0005545
182,1841.56,1.30172,1.06572,1.41436,0.68477,0.66781,0.71433,0.39169,1.64131,1.27203,1.78713,0.000552025,0.000552025,0.000552025
183,1851.72,1.29684,1.06362,1.41338,0.64964,0.70096,0.70857,0.38737,1.65116,1.27592,1.7881,0.00054955,0.00054955,0.00054955
184,1861.68,1.32701,1.07059,1.42556,0.68108,0.6535,0.7107,0.38429,1.6772,1.28035,1.80929,0.000547075,0.000547075,0.000547075
185,1871.65,1.31683,1.05615,1.41091,0.6786,0.66691,0.71908,0.38901,1.649,1.2785,1.78785,0.0005446,0.0005446,0.0005446
186,1881.81,1.29196,1.04256,1.39181,0.67927,0.68354,0.72508,0.39571,1.62889,1.26453,1.77869,0.000542125,0.000542125,0.000542125
187,1891.82,1.31593,1.05607,1.41473,0.65096,0.69029,0.72331,0.39547,1.6406,1.2909,1.79049,0.00053965,0.00053965,0.00053965
188,1901.85,1.28714,1.02816,1.41035,0.69169,0.67201,0.72918,0.39912,1.64339,1.26175,1.78059,0.000537175,0.000537175,0.000537175
189,1911.98,1.29858,1.01953,1.40027,0.70781,0.65637,0.72619,0.39618,1.63297,1.24895,1.77609,0.0005347,0.0005347,0.0005347
190,1921.91,1.29494,1.04295,1.41081,0.70832,0.651,0.7066,0.3854,1.62872,1.29148,1.77393,0.000532225,0.000532225,0.000532225
191,1931.85,1.28884,1.04131,1.39475,0.64091,0.69463,0.7052,0.38748,1.64836,1.27737,1.79168,0.00052975,0.00052975,0.00052975
192,1942.01,1.29723,1.03838,1.41544,0.67238,0.64472,0.69211,0.37577,1.64949,1.31288,1.79098,0.000527275,0.000527275,0.000527275
193,1952.09,1.29859,1.05729,1.41652,0.63857,0.69039,0.70384,0.39094,1.6444,1.29214,1.79252,0.0005248,0.0005248,0.0005248
194,1962.04,1.27713,1.04466,1.39599,0.74612,0.66817,0.73653,0.40213,1.60711,1.23886,1.75798,0.000522325,0.000522325,0.000522325
195,1972.18,1.27011,1.02407,1.39705,0.67945,0.65543,0.71022,0.39079,1.62664,1.29181,1.76932,0.00051985,0.00051985,0.00051985
196,1982.16,1.2659,1.02146,1.38679,0.68422,0.66004,0.72128,0.39419,1.62402,1.26388,1.77984,0.000517375,0.000517375,0.000517375
197,1992.2,1.28273,1.01024,1.38944,0.63114,0.68661,0.71355,0.39885,1.62843,1.26354,1.77062,0.0005149,0.0005149,0.0005149
198,2002.44,1.30444,1.05063,1.40433,0.71121,0.66297,0.71387,0.39606,1.61086,1.28197,1.7581,0.000512425,0.000512425,0.000512425
199,2012.4,1.28079,1.02069,1.38897,0.68377,0.68184,0.72338,0.39934,1.63014,1.23821,1.78113,0.00050995,0.00050995,0.00050995
200,2022.32,1.27304,1.01583,1.39777,0.66291,0.67709,0.70543,0.39585,1.61607,1.25971,1.76859,0.000507475,0.000507475,0.000507475
201,2032.44,1.29169,1.0279,1.40312,0.66401,0.67853,0.70776,0.39195,1.6338,1.27,1.77415,0.000505,0.000505,0.000505
202,2042.42,1.2911,1.02765,1.40347,0.68987,0.69458,0.73417,0.39707,1.61241,1.26748,1.7819,0.000502525,0.000502525,0.000502525
203,2052.38,1.25373,1.01259,1.37836,0.66516,0.69922,0.71391,0.39042,1.62261,1.30438,1.78142,0.00050005,0.00050005,0.00050005
204,2062.66,1.30223,1.03465,1.40519,0.67982,0.6636,0.70763,0.39219,1.63697,1.27132,1.77155,0.000497575,0.000497575,0.000497575
205,2072.83,1.27608,1.01533,1.40097,0.65585,0.67029,0.69839,0.38315,1.65152,1.27206,1.79617,0.0004951,0.0004951,0.0004951
206,2082.92,1.27613,1.0291,1.39681,0.64451,0.6894,0.70358,0.3834,1.65708,1.29772,1.80632,0.000492625,0.000492625,0.000492625
207,2093.13,1.29234,1.03175,1.3989,0.6293,0.70034,0.7179,0.39492,1.63627,1.25269,1.78629,0.00049015,0.00049015,0.00049015
208,2103.17,1.25409,1.00976,1.3771,0.6925,0.66256,0.7063,0.39235,1.62832,1.26869,1.78464,0.000487675,0.000487675,0.000487675
209,2113.18,1.28758,1.02423,1.40478,0.65633,0.70095,0.73038,0.39854,1.6307,1.25352,1.78745,0.0004852,0.0004852,0.0004852
210,2123.31,1.25291,0.9994,1.38571,0.69877,0.66895,0.71343,0.39106,1.63652,1.25065,1.78385,0.000482725,0.000482725,0.000482725
211,2133.31,1.28025,1.0078,1.40231,0.67254,0.69131,0.72425,0.40126,1.61781,1.24034,1.80232,0.00048025,0.00048025,0.00048025
212,2143.26,1.27352,1.0225,1.39709,0.73645,0.66308,0.74451,0.41651,1.60559,1.20136,1.76781,0.000477775,0.000477775,0.000477775
213,2153.52,1.27549,1.03216,1.40488,0.64954,0.68713,0.72049,0.40171,1.62144,1.23239,1.78696,0.0004753,0.0004753,0.0004753
214,2163.69,1.24724,1.0179,1.3817,0.66324,0.69034,0.72203,0.39876,1.62727,1.25876,1.7874,0.000472825,0.000472825,0.000472825
215,2173.97,1.27574,1.01697,1.38821,0.66935,0.65985,0.70815,0.3895,1.63865,1.26689,1.79337,0.00047035,0.00047035,0.00047035
216,2183.91,1.25479,0.98226,1.37559,0.65848,0.68309,0.72431,0.3944,1.66002,1.24358,1.80807,0.000467875,0.000467875,0.000467875
217,2193.9,1.26961,1.00345,1.38592,0.69085,0.66891,0.72089,0.39186,1.65449,1.25807,1.79923,0.0004654,0.0004654,0.0004654
218,2204.02,1.252,1.00516,1.39142,0.64313,0.71141,0.72582,0.40415,1.61675,1.24196,1.77935,0.000462925,0.000462925,0.000462925
219,2213.95,1.23881,0.987,1.37892,0.65542,0.70624,0.73244,0.40557,1.62066,1.2428,1.79128,0.00046045,0.00046045,0.00046045
220,2223.94,1.25068,0.99113,1.3754,0.71533,0.65751,0.72889,0.40252,1.62852,1.22613,1.79607,0.000457975,0.000457975,0.000457975
221,2234.12,1.24817,0.99429,1.37143,0.69552,0.71397,0.74095,0.40945,1.60659,1.19129,1.76462,0.0004555,0.0004555,0.0004555
222,2244.12,1.26024,0.97921,1.3785,0.68391,0.6755,0.72574,0.39975,1.62403,1.22015,1.786,0.000453025,0.000453025,0.000453025
223,2254.07,1.23554,0.97482,1.36407,0.65392,0.70086,0.70914,0.3894,1.66834,1.26518,1.82147,0.00045055,0.00045055,0.00045055
224,2264.25,1.25924,1.00203,1.38336,0.72368,0.66873,0.72819,0.40242,1.61417,1.23685,1.78069,0.000448075,0.000448075,0.000448075
225,2274.25,1.26362,1.00009,1.3824,0.73405,0.68964,0.7378,0.40836,1.61395,1.20321,1.78396,0.0004456,0.0004456,0.0004456
226,2284.25,1.26587,0.9992,1.37612,0.69455,0.66917,0.71016,0.40023,1.6067,1.24483,1.76702,0.000443125,0.000443125,0.000443125
227,2294.48,1.2265,0.98159,1.36633,0.68933,0.6887,0.72443,0.40337,1.61006,1.22168,1.76298,0.00044065,0.00044065,0.00044065
228,2304.46,1.23326,0.98602,1.364,0.64385,0.70397,0.72392,0.40267,1.61633,1.22636,1.78898,0.000438175,0.000438175,0.000438175
229,2314.47,1.22025,0.96876,1.35218,0.70148,0.67014,0.73469,0.40828,1.62636,1.21518,1.78366,0.0004357,0.0004357,0.0004357
230,2324.65,1.24004,0.97856,1.37016,0.68307,0.67952,0.73562,0.41022,1.61132,1.21805,1.79266,0.000433225,0.000433225,0.000433225
231,2334.62,1.22507,0.95743,1.36578,0.67753,0.71751,0.72844,0.40589,1.64019,1.21375,1.80922,0.00043075,0.00043075,0.00043075
232,2344.6,1.23196,0.97621,1.37044,0.71904,0.68396,0.72657,0.39959,1.65256,1.22363,1.82181,0.000428275,0.000428275,0.000428275
233,2354.77,1.19737,0.94758,1.33061,0.6662,0.70998,0.72772,0.39896,1.63752,1.22544,1.80269,0.0004258,0.0004258,0.0004258
234,2364.72,1.2371,0.98468,1.37032,0.69776,0.66362,0.72501,0.40203,1.63804,1.23519,1.78958,0.000423325,0.000423325,0.000423325
235,2374.74,1.21763,0.9651,1.36205,0.66795,0.69944,0.736,0.40923,1.62175,1.21425,1.78868,0.00042085,0.00042085,0.00042085
236,2385.08,1.2246,0.98335,1.36066,0.71417,0.68783,0.7349,0.40863,1.62678,1.21091,1.79841,0.000418375,0.000418375,0.000418375
237,2395.05,1.22943,0.95283,1.3544,0.66815,0.72319,0.7376,0.40141,1.64605,1.2145,1.81135,0.0004159,0.0004159,0.0004159
238,2405.01,1.27798,0.99001,1.39756,0.72058,0.6872,0.73232,0.39808,1.66575,1.23368,1.84109,0.000413425,0.000413425,0.000413425
239,2415.28,1.24567,0.97232,1.37544,0.70741,0.70326,0.74028,0.40868,1.64923,1.22073,1.80939,0.00041095,0.00041095,0.00041095
240,2425.38,1.23374,0.98021,1.36372,0.67445,0.70884,0.73307,0.407,1.6315,1.19716,1.78603,0.000408475,0.000408475,0.000408475
241,2435.43,1.22007,0.96386,1.36571,0.68585,0.69403,0.73041,0.40152,1.64009,1.21513,1.78021,0.000406,0.000406,0.000406
242,2445.65,1.24144,0.98101,1.36549,0.693,0.72224,0.74559,0.4049,1.63526,1.21404,1.79329,0.000403525,0.000403525,0.000403525
243,2455.57,1.2295,0.97263,1.37018,0.72369,0.69804,0.74109,0.40334,1.6594,1.24533,1.82305,0.00040105,0.00040105,0.00040105
244,2465.51,1.21685,0.96054,1.37102,0.72285,0.68235,0.73779,0.40706,1.64309,1.20717,1.78679,0.000398575,0.000398575,0.000398575
245,2475.67,1.22734,0.9741,1.36529,0.67988,0.70099,0.72788,0.40254,1.63771,1.24027,1.78739,0.0003961,0.0003961,0.0003961
246,2485.6,1.23251,0.96458,1.36874,0.72459,0.66183,0.73531,0.4096,1.63347,1.21285,1.79785,0.000393625,0.000393625,0.000393625
247,2495.54,1.20232,0.95425,1.35483,0.68192,0.71705,0.73791,0.41145,1.62699,1.22748,1.8044,0.00039115,0.00039115,0.00039115
248,2505.7,1.2074,0.95025,1.35263,0.6961,0.71038,0.73715,0.41556,1.6088,1.2164,1.7971,0.000388675,0.000388675,0.000388675
249,2515.63,1.21088,0.94388,1.35344,0.69047,0.69083,0.73891,0.40913,1.62334,1.22014,1.80827,0.0003862,0.0003862,0.0003862
250,2525.56,1.20425,0.94983,1.35114,0.69484,0.71091,0.74464,0.4142,1.63142,1.2171,1.7971,0.000383725,0.000383725,0.000383725
251,2535.69,1.18282,0.91908,1.33691,0.69186,0.69096,0.734,0.40983,1.656,1.23275,1.81984,0.00038125,0.00038125,0.00038125
252,2545.64,1.23265,0.9604,1.36866,0.74101,0.67422,0.73767,0.40976,1.65972,1.20111,1.84207,0.000378775,0.000378775,0.000378775
253,2555.66,1.20675,0.94277,1.34692,0.72304,0.70979,0.7411,0.41308,1.64057,1.18929,1.80896,0.0003763,0.0003763,0.0003763
254,2565.79,1.20367,0.94383,1.35099,0.69884,0.71262,0.74945,0.42003,1.6388,1.16504,1.80763,0.000373825,0.000373825,0.000373825
255,2575.96,1.19581,0.94582,1.33989,0.69759,0.70617,0.72505,0.40552,1.67274,1.21912,1.83947,0.00037135,0.00037135,0.00037135
256,2586.05,1.19769,0.92592,1.33919,0.68257,0.7171,0.73316,0.40604,1.61972,1.18883,1.80137,0.000368875,0.000368875,0.000368875
257,2596.31,1.19889,0.933,1.3433,0.68825,0.68428,0.70842,0.39822,1.6473,1.25864,1.81711,0.0003664,0.0003664,0.0003664
258,2606.37,1.19206,0.94861,1.3459,0.70644,0.66951,0.71215,0.39629,1.64488,1.22968,1.81554,0.000363925,0.000363925,0.000363925
259,2616.53,1.19956,0.95027,1.34282,0.65745,0.69502,0.72546,0.4031,1.62955,1.2129,1.82683,0.00036145,0.00036145,0.00036145
260,2626.46,1.19033,0.92871,1.32975,0.69289,0.70129,0.73811,0.41302,1.61119,1.2134,1.81828,0.000358975,0.000358975,0.000358975
261,2636.44,1.19698,0.9199,1.33329,0.70292,0.6693,0.72914,0.40048,1.64971,1.20845,1.83512,0.0003565,0.0003565,0.0003565
262,2646.6,1.20027,0.93923,1.35736,0.67988,0.70248,0.73057,0.40255,1.64048,1.20813,1.82829,0.000354025,0.000354025,0.000354025
263,2656.59,1.19903,0.93165,1.34487,0.67654,0.72577,0.73717,0.40621,1.64238,1.19235,1.82276,0.00035155,0.00035155,0.00035155
264,2666.53,1.19169,0.93063,1.34415,0.69391,0.67642,0.71027,0.39382,1.67471,1.23277,1.85402,0.000349075,0.000349075,0.000349075
265,2676.65,1.1991,0.92621,1.34455,0.68834,0.70784,0.72481,0.4027,1.65219,1.20394,1.83229,0.0003466,0.0003466,0.0003466
266,2686.65,1.18536,0.90277,1.33338,0.7099,0.69576,0.73145,0.40237,1.65632,1.2017,1.82416,0.000344125,0.000344125,0.000344125
267,2696.58,1.19691,0.91732,1.35125,0.70079,0.70076,0.73527,0.41014,1.6359,1.18114,1.80949,0.00034165,0.00034165,0.00034165
268,2706.74,1.20441,0.93317,1.35196,0.73744,0.66753,0.72663,0.40199,1.62457,1.21365,1.81114,0.000339175,0.000339175,0.000339175
269,2716.73,1.18779,0.92999,1.34912,0.70315,0.70369,0.73828,0.4086,1.63405,1.19201,1.81294,0.0003367,0.0003367,0.0003367
270,2726.69,1.18723,0.91676,1.3439,0.65886,0.72498,0.72919,0.40115,1.65582,1.21257,1.83832,0.000334225,0.000334225,0.000334225
271,2736.85,1.19748,0.92974,1.34011,0.70797,0.679,0.73048,0.4096,1.63739,1.19252,1.81071,0.00033175,0.00033175,0.00033175
272,2746.79,1.19085,0.91375,1.34222,0.72115,0.68491,0.73643,0.40417,1.64418,1.20211,1.82716,0.000329275,0.000329275,0.000329275
273,2756.74,1.21315,0.91943,1.33948,0.68265,0.71376,0.73893,0.40989,1.64018,1.1879,1.8262,0.0003268,0.0003268,0.0003268
274,2766.92,1.18785,0.91459,1.34413,0.68325,0.72019,0.7404,0.40602,1.6386,1.19342,1.81022,0.000324325,0.000324325,0.000324325
275,2776.89,1.18018,0.90791,1.32992,0.67809,0.70171,0.73115,0.40072,1.65505,1.20326,1.82662,0.00032185,0.00032185,0.00032185
276,2786.86,1.21326,0.92469,1.35294,0.66504,0.73673,0.74099,0.40915,1.62501,1.19549,1.80903,0.000319375,0.000319375,0.000319375
277,2796.96,1.19346,0.92764,1.34603,0.71525,0.68931,0.7311,0.40464,1.64076,1.20285,1.81949,0.0003169,0.0003169,0.0003169
278,2807.12,1.16733,0.90427,1.3314,0.6772,0.70273,0.72424,0.40494,1.6278,1.2137,1.80897,0.000314425,0.000314425,0.000314425
279,2817.28,1.18472,0.91924,1.34499,0.69619,0.71436,0.72969,0.41077,1.6355,1.19709,1.81073,0.00031195,0.00031195,0.00031195
280,2827.44,1.16616,0.90306,1.33023,0.68967,0.70579,0.7331,0.40745,1.65251,1.1951,1.82153,0.000309475,0.000309475,0.000309475
281,2837.43,1.15341,0.902,1.3255,0.70409,0.69561,0.7291,0.40283,1.64706,1.20628,1.81805,0.000307,0.000307,0.000307
282,2847.42,1.17666,0.91524,1.34294,0.68024,0.69929,0.7313,0.41175,1.64006,1.20339,1.82222,0.000304525,0.000304525,0.000304525
283,2857.64,1.18092,0.89907,1.33237,0.68861,0.71503,0.7377,0.40761,1.65725,1.19484,1.8437,0.00030205,0.00030205,0.00030205
284,2867.61,1.16055,0.89361,1.32606,0.6887,0.72037,0.74305,0.41411,1.64141,1.18589,1.83677,0.000299575,0.000299575,0.000299575
285,2877.57,1.17103,0.90675,1.32735,0.69066,0.71017,0.73881,0.41114,1.64408,1.18965,1.83192,0.0002971,0.0002971,0.0002971
286,2887.89,1.16315,0.8838,1.31396,0.70732,0.7052,0.74401,0.41473,1.64291,1.18389,1.83975,0.000294625,0.000294625,0.000294625
287,2897.94,1.15457,0.87921,1.32229,0.71614,0.69317,0.74063,0.41285,1.63977,1.18058,1.84083,0.00029215,0.00029215,0.00029215
288,2907.92,1.15669,0.89395,1.32569,0.69705,0.67576,0.72536,0.40646,1.64871,1.21232,1.84989,0.000289675,0.000289675,0.000289675
289,2918.04,1.16347,0.8932,1.34019,0.68157,0.70443,0.73455,0.40906,1.64697,1.1923,1.83867,0.0002872,0.0002872,0.0002872
290,2928.06,1.16789,0.89676,1.31776,0.67697,0.70318,0.72711,0.40538,1.65055,1.19126,1.84725,0.000284725,0.000284725,0.000284725
291,2938.08,1.15479,0.90112,1.33172,0.73975,0.66232,0.73355,0.4042,1.65557,1.17446,1.84448,0.00028225,0.00028225,0.00028225
292,2948.26,1.15331,0.88509,1.32024,0.71006,0.67097,0.73435,0.41018,1.64521,1.16971,1.84525,0.000279775,0.000279775,0.000279775
293,2958.37,1.19719,0.90081,1.33138,0.75663,0.64911,0.7283,0.39964,1.65522,1.19523,1.85277,0.0002773,0.0002773,0.0002773
294,2968.36,1.15948,0.89867,1.31097,0.6574,0.71595,0.7273,0.39874,1.65218,1.18782,1.85726,0.000274825,0.000274825,0.000274825
295,2978.55,1.13511,0.89002,1.32036,0.67577,0.71002,0.72582,0.39995,1.67159,1.19967,1.87843,0.00027235,0.00027235,0.00027235
296,2988.51,1.14095,0.85982,1.31019,0.69311,0.68573,0.72565,0.39668,1.66818,1.19208,1.86933,0.000269875,0.000269875,0.000269875
297,2998.5,1.13764,0.87773,1.31703,0.68887,0.69632,0.72623,0.40139,1.66943,1.19352,1.86877,0.0002674,0.0002674,0.0002674
298,3008.67,1.15695,0.88042,1.3145,0.70925,0.67644,0.72565,0.40213,1.67458,1.19899,1.87087,0.000264925,0.000264925,0.000264925
299,3018.61,1.15719,0.88054,1.31097,0.64161,0.72662,0.73092,0.407,1.6656,1.20088,1.86611,0.00026245,0.00026245,0.00026245
300,3028.54,1.13681,0.86836,1.30017,0.70134,0.69404,0.73904,0.40384,1.65554,1.19529,1.86298,0.000259975,0.000259975,0.000259975
301,3038.62,1.14974,0.86608,1.32196,0.70549,0.70246,0.73282,0.4027,1.661,1.1943,1.87274,0.0002575,0.0002575,0.0002575
302,3048.57,1.16177,0.88762,1.33224,0.67239,0.72102,0.73889,0.40586,1.64925,1.1941,1.86309,0.000255025,0.000255025,0.000255025
303,3058.73,1.1702,0.896,1.33343,0.71557,0.68887,0.73081,0.40376,1.66399,1.18773,1.87494,0.00025255,0.00025255,0.00025255
304,3068.67,1.13416,0.88137,1.31018,0.69809,0.67607,0.72185,0.40071,1.67004,1.20223,1.87704,0.000250075,0.000250075,0.000250075
305,3078.59,1.14681,0.87279,1.30583,0.68573,0.68582,0.72288,0.40163,1.66663,1.2027,1.86693,0.0002476,0.0002476,0.0002476
306,3088.67,1.15329,0.86151,1.30472,0.66542,0.71466,0.72881,0.40486,1.67104,1.19179,1.87546,0.000245125,0.000245125,0.000245125
307,3098.61,1.14252,0.8751,1.31685,0.68164,0.71439,0.73033,0.40469,1.67192,1.19679,1.87897,0.00024265,0.00024265,0.00024265
308,3108.55,1.1463,0.88312,1.31877,0.72849,0.67869,0.73224,0.40437,1.66747,1.18889,1.88426,0.000240175,0.000240175,0.000240175
309,3118.66,1.13634,0.88975,1.32091,0.7165,0.6839,0.73416,0.40069,1.66991,1.19087,1.88256,0.0002377,0.0002377,0.0002377
310,3128.6,1.12449,0.86677,1.30405,0.71332,0.67141,0.72997,0.40219,1.67383,1.19836,1.88467,0.000235225,0.000235225,0.000235225
311,3138.56,1.13253,0.85792,1.30587,0.68606,0.70155,0.73124,0.39979,1.68802,1.20887,1.89069,0.00023275,0.00023275,0.00023275
312,3148.72,1.13636,0.88201,1.30925,0.70857,0.69241,0.73098,0.40582,1.66049,1.18963,1.8717,0.000230275,0.000230275,0.000230275
313,3158.66,1.12772,0.8522,1.29438,0.73439,0.67315,0.73012,0.40323,1.66997,1.20079,1.86814,0.0002278,0.0002278,0.0002278
314,3168.62,1.13442,0.87029,1.31565,0.72917,0.68849,0.73642,0.40538,1.65053,1.17075,1.86224,0.000225325,0.000225325,0.000225325
315,3178.93,1.14564,0.87318,1.32704,0.72117,0.68019,0.72528,0.39758,1.67953,1.19852,1.88916,0.00022285,0.00022285,0.00022285
316,3189.02,1.11541,0.85663,1.30088,0.69484,0.69677,0.72097,0.39776,1.66826,1.20041,1.87642,0.000220375,0.000220375,0.000220375
317,3198.97,1.12584,0.86134,1.31277,0.69125,0.70546,0.72488,0.40253,1.67069,1.19664,1.87311,0.0002179,0.0002179,0.0002179
318,3209.16,1.14125,0.85774,1.31332,0.67564,0.72896,0.72325,0.39987,1.67379,1.21062,1.8901,0.000215425,0.000215425,0.000215425
319,3219.16,1.13367,0.86871,1.29892,0.71097,0.6669,0.72308,0.40552,1.66571,1.20156,1.89063,0.00021295,0.00021295,0.00021295
320,3229.16,1.12822,0.87521,1.30924,0.68583,0.68703,0.72357,0.40304,1.65707,1.19574,1.87441,0.000210475,0.000210475,0.000210475
321,3239.32,1.13365,0.86497,1.30483,0.6961,0.69488,0.72788,0.40644,1.64663,1.18571,1.86768,0.000208,0.000208,0.000208
322,3249.31,1.14117,0.877,1.30835,0.70453,0.68888,0.73423,0.40377,1.65326,1.17915,1.87214,0.000205525,0.000205525,0.000205525
323,3259.31,1.13886,0.85555,1.30802,0.69058,0.71537,0.73738,0.40523,1.6662,1.18597,1.889,0.00020305,0.00020305,0.00020305
324,3269.53,1.12013,0.86096,1.29039,0.70339,0.71243,0.73559,0.40647,1.66125,1.17896,1.88467,0.000200575,0.000200575,0.000200575
325,3279.57,1.12369,0.85275,1.30299,0.69546,0.69552,0.7316,0.40333,1.66067,1.18701,1.88967,0.0001981,0.0001981,0.0001981
326,3289.6,1.12563,0.85362,1.3008,0.69644,0.69872,0.73372,0.4057,1.66406,1.17463,1.88666,0.000195625,0.000195625,0.000195625
327,3299.83,1.12876,0.85494,1.29757,0.726,0.68394,0.73277,0.40469,1.65173,1.16705,1.87648,0.00019315,0.00019315,0.00019315
328,3309.9,1.12274,0.86985,1.3188,0.72595,0.67429,0.73286,0.4029,1.65966,1.18282,1.88389,0.000190675,0.000190675,0.000190675
329,3319.87,1.10703,0.8409,1.29475,0.6451,0.71004,0.72876,0.3967,1.68383,1.19998,1.91019,0.0001882,0.0001882,0.0001882
330,3330.05,1.11258,0.85385,1.30769,0.74633,0.65371,0.73015,0.39765,1.67758,1.2003,1.9049,0.000185725,0.000185725,0.000185725
331,3339.98,1.11494,0.83409,1.2943,0.66672,0.71322,0.73094,0.40113,1.66062,1.19609,1.89431,0.00018325,0.00018325,0.00018325
332,3349.9,1.13098,0.86006,1.30659,0.66205,0.73132,0.73337,0.40141,1.66595,1.19296,1.89413,0.000180775,0.000180775,0.000180775
333,3360.07,1.13083,0.83994,1.29593,0.68277,0.69857,0.73418,0.40547,1.66628,1.17122,1.9049,0.0001783,0.0001783,0.0001783
334,3369.97,1.12613,0.84812,1.30455,0.66108,0.71758,0.72871,0.4046,1.66564,1.16765,1.90134,0.000175825,0.000175825,0.000175825
335,3379.9,1.1154,0.84934,1.29037,0.66296,0.73124,0.73109,0.40284,1.67678,1.18033,1.90364,0.00017335,0.00017335,0.00017335
336,3390.07,1.1151,0.84991,1.30161,0.66262,0.7324,0.73009,0.4045,1.67266,1.18692,1.89383,0.000170875,0.000170875,0.000170875
337,3400.04,1.11945,0.85111,1.29727,0.71559,0.72619,0.74173,0.40891,1.67061,1.17366,1.87789,0.0001684,0.0001684,0.0001684
338,3410.01,1.11759,0.84477,1.289,0.69337,0.72785,0.73733,0.4055,1.66583,1.16583,1.87788,0.000165925,0.000165925,0.000165925
339,3420.22,1.10606,0.84388,1.30523,0.66288,0.73954,0.73508,0.4039,1.66107,1.17488,1.88378,0.00016345,0.00016345,0.00016345
340,3430.28,1.09345,0.82515,1.28899,0.66951,0.72276,0.7356,0.40586,1.66072,1.17716,1.88365,0.000160975,0.000160975,0.000160975
341,3440.23,1.09945,0.83466,1.28781,0.66876,0.7427,0.73567,0.40825,1.6636,1.17992,1.89726,0.0001585,0.0001585,0.0001585
342,3450.33,1.10371,0.83413,1.29412,0.70096,0.69249,0.72795,0.4059,1.66971,1.19167,1.90608,0.000156025,0.000156025,0.000156025
343,3460.35,1.10808,0.83598,1.29733,0.68449,0.70955,0.7299,0.40616,1.67257,1.18658,1.89921,0.00015355,0.00015355,0.00015355
344,3470.29,1.11713,0.85382,1.29361,0.66434,0.7288,0.72991,0.40208,1.67705,1.18275,1.90261,0.000151075,0.000151075,0.000151075
345,3480.47,1.11548,0.83257,1.29623,0.66335,0.72321,0.73724,0.40568,1.67747,1.17892,1.90855,0.0001486,0.0001486,0.0001486
346,3490.49,1.10001,0.82342,1.28561,0.68686,0.71779,0.74281,0.41106,1.67337,1.1679,1.90962,0.000146125,0.000146125,0.000146125
347,3500.65,1.12465,0.85169,1.3059,0.66807,0.72205,0.73483,0.40785,1.67597,1.17514,1.90948,0.00014365,0.00014365,0.00014365
348,3510.64,1.08107,0.81346,1.28207,0.69041,0.7107,0.7286,0.40222,1.68438,1.19271,1.91912,0.000141175,0.000141175,0.000141175
349,3520.65,1.10795,0.85154,1.28835,0.67391,0.72533,0.73222,0.40508,1.67615,1.17432,1.90762,0.0001387,0.0001387,0.0001387
350,3530.8,1.10396,0.84145,1.28932,0.69925,0.69418,0.73151,0.40441,1.67715,1.17709,1.91528,0.000136225,0.000136225,0.000136225
351,3540.75,1.08015,0.8367,1.29243,0.71345,0.70493,0.73463,0.40621,1.66918,1.17053,1.90561,0.00013375,0.00013375,0.00013375
352,3550.71,1.10618,0.84308,1.28613,0.67055,0.72112,0.73521,0.40756,1.67244,1.17607,1.90231,0.000131275,0.000131275,0.000131275
353,3560.84,1.08876,0.83107,1.28023,0.69599,0.72331,0.73852,0.40948,1.66893,1.16331,1.89776,0.0001288,0.0001288,0.0001288
354,3570.81,1.09005,0.83903,1.2863,0.69264,0.72635,0.73785,0.40822,1.67242,1.16234,1.89861,0.000126325,0.000126325,0.000126325
